gauge_id,Latitude,Longitude,HUC8,Valid_tSNE_DBSCAN,farmN_ave,nonfN_ave,Avg_no3_nadp,sgr_dk_sav,glc_pc_s06,glc_pc_s07,nli_ix_sav,glc_pc_s04,glc_pc_s05,glc_pc_s02,glc_pc_s03,glc_pc_s01,pet_mm_syr,glc_pc_s08,glc_pc_s09,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,glc_pc_s21,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s17,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s13,prm_pc_sse,glc_pc_s14,glc_pc_s11,glc_pc_s12,glc_pc_s10,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,pnv_pc_s01,pnv_pc_s04,pnv_pc_s05,pnv_pc_s02,rdd_mk_sav,ele_mt_smn,pnv_pc_s03,pnv_pc_s08,pnv_pc_s09,pnv_pc_s06,pnv_pc_s07,wet_cl_smj,snw_pc_syr,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s15,pnv_pc_s13,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s02,wet_pc_s03,wet_pc_s01,hdi_ix_sav,wet_pc_s06,wet_pc_s07,wet_pc_s04,wet_pc_s05,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,fmh_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,gla_pc_sse,snw_pc_s07,snw_pc_s08,snw_pc_s09,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,lkv_mc_usu,rev_mc_usu,ria_ha_usu,riv_tc_usu,pop_ct_usu,dor_pc_pva,area,area_fraction_used_for_aggregation
Caravan,45.7597344,-95.9266957,7020001,1,8577159.381,56402.26761,6.452344256,41.9274901,8.6118707,0,684.4977301,5.777903356,0,0.8173089,0,0,947.4537967,0,1.141817155,44.38950352,466.0075886,8,56.77278625,58.6840544,60.07950023,60.43950738,57.38025633,53.45656453,49.40677577,45.54252321,67.44227003,0.075273676,1.987125857,0,39.51174206,37.08987962,5.5290987,46.02792152,49.0740674,51.41395981,8,34.31274068,0,0.177932138,68.78022365,0,0.927360992,73.2066059,7.496600756,0,0.000816932,0.51346896,0,0,0,7.220184791,0,222.1930765,209.398234,140.7174402,193.0313686,152.5707665,15.27123589,85.899852,77.60026079,68.25031658,86.10935967,43.42032697,87.75759018,-7.32723832,7.39387075,3.143709961,-88.31557819,49.86807761,22.19101308,1,-18.10979057,68.74528686,-120.4350886,-86.82322846,52,562.3367451,0,0,0,0,166.2799569,327.9388066,0,0,0.222635896,0,0,11,21.94595962,0,0,99.7773641,0,0,0,-40.67232039,20.40638231,8.385595252,55.75813684,-120.4350886,0,0.046517795,38.11742836,0,0,2.404827664,914.9964127,0,0,0,0,148,16,52.7448902,64.95194852,27.81826271,53387.7119,31626788.88,222.1930765,18.02695719,13.27595292,37.51255764,6.200432566,83.79034831,4.560390179,150.7269737,9.721595145,97.89575357,25.53074767,161.5827429,176.5713733,3.810107837,82.89389491,136.3430518,12.21100152,2514.862379,482.9470135,-21.87748965,12.26503797,36.13242157,59.30731961,62.82938841,386,7,2.761661361,10,70.14183604,52.79172081,94.94597674,89.57252881,80.96390025,55.06582656,71.23584346,44.00059158,14.62700105,33.36804743,384.0450438,14.24519792,0,26.60844219,43.59105247,80.87974539,76.47384505,31.18718358,6.630754983,0.009694722,0,0,0,0,0.049955263,6.775195711,23.52086182,13.2501772,-54.14727715,-53.43720025,-47.69911443,-44.56882593,-46.09622805,0.817562064,6.976894683,60.68325971,-11.07032514,-33.43031067,56.3805319,9.043270449,11.7349159,20.134,33.723,26.762,1083,494,641.536,2576.368,37.981,585,5502.514139,0.999352566
Caravan,44.8190419,-96.3123391,7020002,1,8424976.981,51237.28241,6.59366869,14.3536429,19.35886861,0,828.6709674,14.73562554,0,6.084186307,0,0,892.0851379,0,0.2617878,50.36001439,393.2185651,8,65.16839174,67.7841391,68.89739967,68.35080847,63.38701567,58.12520975,54.05136489,50.74133884,71.12780445,0.256461476,4.624620808,0,40.94137576,36.15499762,5.34724068,52.67176497,56.24863192,59.13765128,8,54.3812306,0,0.000951207,81.28672177,0,4.01399953,52.80352379,0,0,0.141062849,1.449276759,0,0,0,7.717095729,0,215.4982658,202.3587484,136.8884774,188.0176714,145.6973783,40.42784106,89.30279091,81.79960813,72.53101176,89.674119,46.06308258,81.35247293,-14.00842938,6.968472995,2.514697387,-99.73671519,52.78634926,23.27182768,9,-28.48481772,62.64826026,-134.9870011,-99.1989235,52,590.2418757,0,0,0,0,261.2299006,339.0167304,0,0,31.04945236,0,0,11,24.18936649,0,0,68.95054764,0,0,0,-33.72571979,18.38072585,6.824851826,51.85358618,-134.9870011,0,0,40.77135466,0,0,4.728644377,951,0,0,0,0,148,16,59.59701202,64.49235058,39.67595788,56141,56235981.54,215.4982658,17.59704896,11.11088348,34.39872128,4.324797556,88.49979312,7.957605212,143.1895663,9.998617207,91.52860413,27.11633864,154.4980033,167.8285146,3.595683854,77.68628118,130.6727217,20.36081921,2375.959849,505.4483547,-6.414467768,25.81538478,57.38306973,66.20895979,54.74253012,386,7,3.177608565,10,79.35884284,58.12622393,111.1067548,92.66817557,85.59508331,53.17367708,66.53086213,41.47862762,15.40184573,31.55617268,359.9329425,18.54036136,0.013381007,63.0430069,48.36481156,83.47440732,87.64737642,46.64483651,5.960242469,0,0.070531424,0,0,0.00110791,0.064586885,11.62656242,24.9367656,16.12941311,-49.09206259,-44.54456681,-49.15855951,-39.89973776,-36.25816059,0.77358276,4.474712002,59.53821911,-8.109394737,-31.44139647,76.61135152,27.62352377,3.720611853,18.52,31.267,24.595,965,381,569.614,2002.078,35.988,752,2260.660161,0.99955664
Caravan,44.7584408,-95.5666636,7020003,1,8426229.258,57026.65814,6.668882062,29.24715372,13.99186008,0,552.9279332,2.013903801,0,0.461790554,0,0,954.9430534,0,0.230519788,47.36237441,463.9547039,8,61.61237777,63.79974145,65.60095453,65.97721084,61.96696828,57.01865781,52.48011453,48.44613544,72.82763945,0.188644219,0.32016917,0,38.19998803,37.25874933,4.388384653,49.76699978,53.31703912,56.40669856,8,29.87809843,0,0.248457866,98.02647157,0,0.777900855,80.85609753,1.661567646,0,0,0,0,0,0,6.063495499,0,224.9247339,210.4697462,143.0163049,197.0421354,154.3812637,16.45634614,92.0913874,84.08408759,71.65354558,91.25086974,46.53777345,89.60318378,-2.87736129,8.86698155,3.984545978,-85.73349565,55.08799917,24.93641295,3,-14.83155861,71.46530249,-114.7836738,-82.39873592,52,610.5758161,0,0,0,0,171.2242263,352.0787066,0,0,0,0,0,11,19.32414493,0,0,100,0,0,0,-36.01166768,21.51123864,8.944416162,56.91719357,-114.7836738,0,0.043884746,38.63140299,0,0,0.950485885,930.6475039,0,0,0,0,148,16,57.04921708,50.21402171,29.64701245,54553.41345,28380135.51,224.9247339,18.98334284,14.29908911,38.57265346,7.03143767,73.4098077,4.006953711,149.3217476,10.99292276,98.18642591,28.23297088,163.0402866,176.0643102,4.707666819,83.94880027,136.994574,17.45407953,3009.837244,522.4794592,-15.09660958,24.66674215,45.09656225,63.98833232,65.77371676,388,7,0.537667078,10,72.64662853,60.14180057,132.9757999,93.6075532,86.10461015,57.99310666,74.03978346,42.14347472,17.45701809,39.56216149,405.2354018,15.71960551,0,9.964050035,48.26495417,72.62069522,65.94684238,21.12804604,5.234343697,0,0,0,0,0,0.007581148,3.975612771,28.57157942,16.29845652,-51.07901558,-51.28806924,-45.93799671,-42.63711292,-38.69540788,0.258935842,6.112198692,59.30559063,2.62798047,-30.86364054,54.85013736,17.72586726,9.926390105,28.715,50.502,38.33,1151,494,886.855,3493.828,47.671,585,2834.020327,0.998610788
Caravan,45.4672971,-95.5412353,7020004,1,8915613.393,56455.83318,6.92022992,20.35221728,3.828373522,0,1005.50763,1.350302998,0,0.398522448,0,0,933.8362244,0,0.116413603,51.09780119,382.9025339,8,66.2189639,68.64082322,70.47835197,70.32520377,65.4013959,59.53004847,55.03461163,51.38557709,85.44800217,0.148696654,0.585088842,0,37.97402122,37.27857572,3.602030742,53.57717705,57.14927565,60.75548521,8,30.63808879,0,0.069677317,135.0246177,0,0.790562095,93.18734554,0.106198709,0,0,0.113772044,0,0,0,4.738093044,0,223.7121087,208.8126977,145.188696,198.3404483,154.5787677,5.595325806,94.89158361,87.24750306,74.38478573,93.08166723,49.25339222,89.8042554,-3.335823138,8.983338669,3.950754368,-87.12583638,57.37322106,26.41933702,3,-14.55821176,72.64956982,-117.6676637,-83.67376043,52,634.473168,0,0,0,0,200.8596638,310.811869,0,0,0,0,0,11,18.63166537,0,0,100,0,0,0,-32.00978969,20.95188432,8.563409268,55.85280651,-117.6676637,0,0.040582875,43.1926371,0,0,0.68394543,950.7957143,0,0,0,0,148,16,60.7404979,75.48875601,35.29490867,56123.54143,72027083.44,223.7121087,18.81592219,13.83081124,37.789679,6.651393386,74.63880607,10.55335607,145.3535309,11.58833696,96.18872645,29.75613345,160.4805591,171.1722986,4.802355653,82.07892377,134.8271232,15.34452897,3131.223753,541.726583,-11.73574641,31.18184457,54.62780979,67.99896379,65.65804626,388,7,3.243875042,10,79.1669198,65.19969198,172.9199825,94.26715672,89.81710784,58.91116999,72.62907982,37.73551567,18.46626865,39.24042644,348.5124168,17.89266849,0.246424457,9.572173885,49.20870322,73.81399375,63.79019333,23.89481371,2.461858019,0,0,0,0,0,0.002509868,7.44709588,30.44322917,18.9874927,-47.5041006,-45.34692145,-46.17446132,-41.24158987,-32.30823283,0.120999856,3.501426431,55.21103091,3.591436928,-28.16022385,61.97021581,24.64155055,2.220901908,81.322,140.336,106.57,2827,690,2470.021,14038.394,155.329,228,5381.005255,0.999437872
Caravan,44.406794,-95.7914372,7020005,1,8343497.07,53261.98398,6.776088283,16.93753376,9.332890897,0,910.1768205,8.167113806,0,4.733297872,0,0,901.0561904,0,0.213494018,49.12286037,396.7651446,4,63.80287591,66.51124832,67.68553452,65.79446926,59.64350902,53.52880541,49.77499898,48.3299712,67.23245018,0.092430682,2.313776999,0,39.73999216,36.93118728,5.314618097,51.42119369,54.53524369,57.68960574,8,40.79097254,0,0,97.02275622,0,5.270084498,73.88535306,0.217481442,0,0.028963784,0.916602096,0,0,0,6.732051748,0,218.7212993,204.717399,140.2889997,191.7474656,149.1238279,22.29157529,82.63755243,77.38688783,68.85528894,82.95404315,45.2976548,84.38986429,-9.907775878,7.543747202,2.732504738,-95.36086298,51.77407834,23.58360112,3,-23.22487397,66.85578236,-128.9820926,-93.14950554,52,564.5023834,0,0,0,0,174.8677691,334.7795236,0,0,8.493532846,0,0,11,22.05541864,0,0,91.50646715,0,0,0,-37.25147113,19.03513932,7.314420723,52.71821835,-128.9820926,0,0,42.26053927,0,0,2.731649673,951,0,0,0,0,148,16,57.28479268,64.00537615,36.28644606,56141,47421419.91,218.7212993,17.95122001,12.08056383,35.49773881,5.0884603,87.74067615,6.992904898,142.1785542,9.937771575,92.4819374,26.86571367,155.857793,167.699161,3.798553044,79.34379173,131.9079209,32.91712107,2247.690914,483.5369294,-13.37529821,21.11469772,60.34910675,62.74852887,58.73632823,343,7,4.729243995,10,82.93758245,59.22294476,154.0757968,82.08099433,83.95274218,44.57953253,57.12900324,39.68121343,16.29391018,30.66867427,358.9510433,18.73583373,0.002104174,40.41059139,45.45760318,78.03261904,87.20960718,36.97454699,2.100990506,0,0.000235959,0,0,0,0.014622421,13.24402967,24.71037617,18.38316078,-49.94101246,-41.59486104,-56.5781774,-47.18201244,-35.61842616,1.043632609,3.686369541,56.2553,-13.47152703,-43.59328561,72.5723706,25.5944919,4.334888266,21.489,33.347,27.406,1307,45,551.143,2523.074,34.726,52,5369.435502,0.998936974
Caravan,44.3462771,-94.5253557,7020006,1,9130020.087,57103.12016,6.919275355,19.04431604,2.660295405,0,1039.487012,0.902294143,0,0.350703603,0,0,937.7566353,0,0,51.04347174,451.7620825,8,66.55216636,68.22561287,70.14270213,70.60651186,66.68549611,60.98546356,56.12419147,51.71153612,75.76523998,0.562304557,1.201586574,0,35.51175847,34.48327736,3.887298504,54.03338767,57.79038289,61.36396072,8,37.00187149,0,0.016276893,133.7626443,0,0.242295441,94.0582369,0.074804404,0,0,0.187907848,0,0,0,5.429456999,0,224.0075994,208.8744631,144.2108089,198.3667497,155.122566,3.985324903,97.28942931,88.94574468,74.74917781,95.11222803,49.47041421,90.63495205,-0.792257787,9.178513078,4.418972038,-82.36289146,57.88341858,26.49965533,3,-12.53100459,72.88061597,-111.5481172,-80.21431365,52,645.4135241,0,0,0,0,252.0253675,373.8055459,0,0,0,0,0,11,16.78862287,0,0,100,0,0,0,-31.22502598,21.44935553,9,56.4366619,-111.5481172,0,0,42.05808395,0,0,1.019461781,950.9700894,0,0,0,0,148,16,61.36382165,77.83453645,30.91634131,56138.62945,128593411.1,224.0075994,19.66752571,14.19922695,38.3273363,7.418972038,72.57778492,13.45485547,145.710539,12.02507835,96.23894168,30.45553143,160.8386609,171.3089227,5,82.15117076,134.8515852,29.23656733,3307.324356,550.9819684,-11.01594698,31.63916388,51.4190663,68.77497402,67.12165221,386,7,1.329721365,10,73.81299031,69.10950552,164.3818061,94.70745081,91.73756014,63.22761998,78.39814994,38.34023906,16.94430616,41.57462682,408.5744294,15.6734776,0.677724485,11.82168006,50.10848003,72.42865176,47.7126266,19.40081613,4.200094696,0,0,0,0,0,0,12.14090119,31.49473598,18.64556256,-46.34155902,-49.48080143,-41.82346496,-40.98690924,-28.24170209,0.075777489,3.569819085,55.89322235,7.786834594,-23.14305001,51.22147218,15.61162418,3.711815182,7.871,13.831,10.335,73,0,219.931,879.655,26.949,0,1806.542365,0.997895725
Caravan,44.2434607,-95.2900662,7020007,1,9139852.737,71975.72486,7.353485713,28.44598676,6.175677533,0,1384.073031,0.944687334,0,0.716573505,0,0,935.2422455,0,0,58.21145443,327.3212142,8,73.18785464,75.32714123,77.07987565,77.12128846,72.3199016,66.18560171,61.37923631,58.27453579,82.90214274,0.720362821,1.023678411,0,39.16934108,37.27150437,2.775063997,60.33471576,64.05741768,68.12729031,8,51.92006338,0,0.266649266,150.4212817,0,0.330716803,88.96470463,0,0,0.040708018,1.33158083,0,0,8.172043242,6.540844445,0,222.7470296,207.2013483,146.6719259,199.9721422,155.8306809,7.882680635,105.4370312,96.83667181,82.91647958,102.4982214,56.3207344,92.53067653,1.425363397,10.61280714,4.823312232,-82.00012461,63.39264927,29.59614674,3,-11.30110615,74.63539156,-114.200927,-79.2594737,57,712.2436445,0,0.073833472,12.61266919,0,295.0758028,254.1495055,0,0,0,0,0,11,18.08790781,0,0,87.31349734,0,0,0,-23.84635083,21.7173275,9.20971177,57.03503693,-114.200927,0,0.005499055,50.92656827,0,0,1.853846175,951,0,0,0,0,148,16,67.63440742,94.54984506,37.35862516,56141,221404508.6,222.7470296,19.69719665,14.55943479,38.6920093,7.213804703,82.36095471,29.02070174,142.6310698,13.42563083,96.72141236,34.27431132,160.5605947,168.7870073,5.802929194,82.51651255,135.5175572,20.44772838,4144.864293,605.951787,-8.428483336,39.64327312,57.19679539,76.12987501,67.94582566,388,7,6.947476541,10,92.61615314,72.75099324,195.0908208,105.6368609,100.0828201,66.04421192,83.3444416,29.25290019,18.37093707,44.91142712,304.7241702,18.37616632,1.795810341,17.14809622,52.41958152,82.36095471,53.31195375,21.85980132,1.33871474,0,0,0,0,0,0,13.55818168,36.1502944,21.60651174,-40.55088946,-35.0140812,-38.23322842,-34.14859047,-24.87762842,0.064798885,1.733181666,56.91979089,13.49048256,-20.04007177,60.55737105,19.62307831,1.264251533,162.929,282.767,211.069,3540,841,5335.522,38742.727,369.584,797,3482.156769,0.998899616
Caravan,43.6322029,-94.2178738,7020008,1,9531945.432,56760.95796,7.130675146,21.00180381,2.184890345,0,908.2240986,0.105666389,0,0.01417983,0,0,939.7495527,0,0.000395404,53.52790043,407.1440904,8,68.89945744,70.64859632,72.5185345,73.30697799,69.13597683,62.7567789,57.60119414,53.73577904,79.11017186,0.166230886,0.196058216,0,38.23397064,37.92887343,3.015034106,56.54501172,60.3854335,64.02935865,8,40.0445055,0,0.029637269,126.1885161,0,0.384051754,97.19163281,0,0,0,0.196967517,0,0,0,5.316438492,0,224.3755947,207.8543978,146.2695346,200.6728043,155.6275197,2.298415836,100.4738753,92.84427813,76.98990964,97.26219367,52.30376239,90.91842305,1.140094721,9.485334236,4.296031544,-83.63210211,60.19179765,27.78272624,3,-12.22642528,73.59756842,-113.1447628,-81.9338418,57,671.5119459,0,0,0,0,182.9437909,326.2212935,0,0,0,0,0,11,16.88764311,0,0,100,0,0,0,-28.49489368,21.99353704,9,57.17776599,-113.1447628,0,0,49.05654522,0,0,0.392099649,951,0,0,0,0,148,16,63.5137539,67.95314976,32.62798458,56141,74395482.36,224.3755947,19.75625488,14.14820858,38.7748128,7.192135296,73.53852995,7.774494946,144.0618882,12.99627341,97.15641662,32.2580369,161.545789,170.4175101,5.051508638,82.50312065,135.657689,32.55941428,3933.664175,572.096606,-9.127276331,33.45692312,53.31520456,71.50185723,67.63798706,388,7,1.252884118,10,78.47392824,73.72728444,172.1260488,96.19550287,95.10240161,66.67403879,80.11400153,31.04954118,17.1319132,44.00831547,365.5645208,15.83128148,0.098122138,6.077876673,51.98155887,73.50236317,43.8262359,21.15312589,2.876227149,0,0,0,0,0,0,13.50012997,33.06619161,19.42200322,-44.19377906,-45.56410648,-40.98060584,-40.35966953,-24.0680208,0.186520658,3.00516172,57.79482357,11.65348639,-19.23078387,54.06361646,17.28121616,2.029665217,106.014,190.302,138.954,2887,690,3411.057,22985.352,203.838,180,3395.431454,0.999682203
Caravan,43.9734442,-94.6626182,7020009,1,10077976.64,61806.6064,7.607810155,12.79365378,1.84483874,0,1038.674113,0.481145494,0,0.045931401,0,0,944.6356072,0,0,61.93678665,375.4283926,8,76.57013706,78.29207181,79.59395865,79.59575518,75.26211789,69.47226365,64.54206897,61.56363353,86.39184143,0.15736493,0.288703854,0,15.33347494,14.68809138,1.587709255,64.20441816,67.69909563,71.71202279,8,29.06543838,0,0.657416794,133.2566633,0,0.009889235,94.87187697,0,0,0,1.634552153,0,0,38.41378443,4.480701469,0,224.1708173,209.5374773,149.1519134,202.8110421,160.1959994,2.388041273,110.8482614,101.3249675,88.22021429,107.2348824,60.6535251,96.90532663,7.86027239,11.9510735,5.901706018,-73.9498234,66.38020603,31.86840692,5,-6.326277684,77.60602691,-105.1508448,-71.40533406,57,757.6722949,0,0,0.045643597,0,226.367659,331.470596,0,0,10.0380886,0,0,11,19.37976024,0,0,89.9162678,0,0,0,-19.74203039,22.94602803,10.13351174,58.28766998,-105.1508448,0,0,52.5866192,0,0,0.679948773,949.218747,0,0,0,0,148,16,70.76874957,74.52812746,34.55080881,54715.82195,58297452.53,224.1708173,22.55579822,15.8969373,40.37966538,8.280919632,83.7341563,9.539825809,143.0662896,15.15796417,97.65834129,37.28925956,160.8957919,167.5826126,6.826094884,83.62838404,135.8671587,31.41570426,4861.914404,643.7813332,-6.288982648,36.97376696,58.29269512,80.24398004,72.67054068,388,7,1.641535674,10,99.98538732,79.77992763,198.7076851,111.2583232,106.2707689,71.65208284,91.53531564,24.70314728,18.65638814,44.89392129,352.460998,17.95162593,0.275296923,10.6731234,54.58851091,83.7341563,58.94094005,21.91477432,3.053338639,0,0,0,0,0.028198921,0.039516604,14.11804371,36.46001224,24.34097601,-36.6067349,-30.05732874,-32.59968755,-30.82858165,-18.03420834,0.00120095,3.420192744,60.15432599,10.1732376,-14.29859472,53.55587707,14.58798881,0.783806348,24.782,64.388,37.905,226,27,909.625,4893.738,51.773,23,4046.535771,0.998476745
Caravan,43.9298658,-93.7630951,7020010,1,9806522.48,60683.68446,7.401117516,16.69658871,2.260525971,0,1040.919456,0.000908837,0,0.480206642,0,0,950.0258485,0,0,57.76628186,382.8200764,8,71.95307928,73.5764532,75.40505618,75.80539937,71.27392301,65.3147889,60.57541591,57.41857061,85.8101925,0.258327893,0.102378884,0,38.38495761,37.54748276,2.183367985,59.99806261,63.41531427,67.12764507,8,29.61328026,0,0.246086649,134.2980292,0,0.936871602,95.41852567,0,0,0,1.275354155,0,0,0.428383525,3.901874417,0,225.0517432,209.6076683,148.778074,203.2870656,159.184184,2.741641451,105.1479693,96.89293394,82.31845098,102.2794863,56.79481742,95.38345421,6.245380836,11.03711027,5.169052424,-77.93314296,63.37445132,29.55588714,3,-8.414190025,76.49573616,-107.760214,-75.28639254,57,713.8978348,0,0,0,0,231.6045239,314.2338489,0,0,0,0,0,11,18.328214,0,0,100,0,0,0,-24.77750561,22.78685186,9.838187581,58.25193376,-107.760214,0,0,51.85601046,0,0,0.717888249,951,0,0,0,0,148,16,66.71406955,73.55863595,34.17621623,56141,74047616.61,225.0517432,20.98288756,15.49371045,39.64940516,7.942646913,81.58155445,8.187667443,143.7601449,14.09074391,98.19777619,34.8618302,162.4894451,170.3634792,6.044607803,83.86124022,137.2334156,24.76968745,4268.94448,607.344739,-11.20640856,35.00961976,53.93305702,75.22249439,71.42272864,388,7,0.689303268,10,90.45382619,77.14390489,177.5943329,104.1397287,101.5696318,68.70205766,84.67519576,27.0079284,17.42548876,45.29637806,345.1559811,16.1976267,0,11.29525635,51.83533113,81.58155445,49.23815764,21.73550294,3.504192447,0,0,0,0,0.005876418,0,10.9741515,34.95484489,21.27854659,-40.32684076,-37.12602562,-38.25472763,-35.78801834,-21.65342598,0,2.666656144,61.65872825,12.44520833,-18.16592361,50.22691701,11.13403876,1.363879585,24.617,65.844,37.651,216,17,866.583,4287.003,51.29,40,2258.3621,0.999733384
Caravan,44.6175971,-93.8631262,7020011,1,9062472.563,78408.78622,7.69259213,15.54159773,16.54102536,0,1144.787027,1.965197503,0,0.612458102,0,0,931.2432243,0,0,63.59786688,355.4837065,8,79.73092472,81.81706179,83.33196763,82.99301216,77.91253301,71.35319018,65.91375253,62.9273335,77.25454739,0.266547507,1.004001635,0,22.12378903,20.29619145,1.932573298,65.94077087,69.97836675,74.57743823,8,34.61729113,0,0.063527173,142.2667034,0,0.054183238,76.51920211,0,0,0,3.144608437,0,0,74.0965039,5.624790255,0,221.7913206,206.7765201,145.2577874,198.9744455,156.16328,18.96606472,112.4421254,103.3970195,89.43073071,108.8905577,61.40633794,92.5165078,4.354118143,11.8668608,5.479920338,-79.46948357,68.0248774,32.53462322,5,-10.83496222,74.20697215,-112.4866155,-78.79619976,57,769.7312855,0,5.825716703,24.0892102,0,232.4618574,305.5053333,0,0,20.63709193,0,0,11,19.25448448,0,0,49.44798116,0,0,0,-17.37156351,22.06658365,9.501660819,57.11721846,-112.4866155,0,0.05084537,52.43550006,0,0,1.904981905,951,0,0,0,0,148,16,73.50743868,87.63338893,34.42305487,56141,93426853.23,221.7913206,22.36993825,14.9344877,39.48712704,7.479920338,84.99798337,12.73089566,141.8000001,15.13531141,96.3842164,37.66646821,159.5832504,166.6520474,6.640993151,82.24855584,134.0054598,8.440021508,4674.607961,652.9609351,-0.388585647,41.54329148,64.42687261,82.58568025,68.32236532,388,7,0.494841779,10,102.2938448,81.27040314,229.7490009,109.3797808,108.3458632,69.93517555,91.08255041,25.08903816,19.00732732,46.57576769,329.9253045,20.07492366,0.252461726,19.48929476,56.94448186,84.99798337,54.05821011,24.81033476,1.406677453,0,0,0,0,0.055895331,0,4.169453166,38.02854533,26.95862749,-34.95905484,-27.79712812,-32.03200803,-31.40042934,-15.61601391,0.186785094,2.791162584,61.49864287,15.20678768,-14.96772567,62.27437403,20.99525637,1.032669071,12.883,42.685,21.384,202,24,439.748,1996.245,35.198,35,2874.119278,0.998408522
Caravan,46.0542891,-92.1817408,7020012,1,7395762.83,107200.9853,7.484142604,25.19625243,3.926963007,0,2518.871275,3.283623214,0,1.020407057,0,0,923.230814,0,0.012191778,61.31970414,323.1830421,4,77.54911116,79.9639464,81.36338519,80.60702899,75.10455474,68.89854774,63.69984963,60.72855105,65.62124595,3.282319812,1.744870462,0,38.53261336,36.93447271,3.074120438,63.75052103,67.86150049,72.3898232,8,51.52543313,0,0.115841485,189.5138207,0,0.314797059,86.07020911,0.048286964,0,0.049938052,0.356467693,0,0,44.29163313,9.358424655,0,220.9269789,205.1087508,143.955378,196.6331209,152.8726095,8.230312638,108.3433408,99.73095575,85.81171654,105.7300513,57.76469228,90.46286961,0.007336291,10.90560101,4.77916114,-84.28916097,66.41726402,31.43676509,6,-12.90138081,73.48961779,-117.6927374,-83.52808656,57,737.1566366,0,32.11826817,10.90524523,0,1344.522239,251.8848968,0,9.545887265,14.08830869,0,0,11,19.66455564,0,0,33.34229065,0,0,0,-20.0787403,21.04679501,8.862225279,55.49207249,-117.6927374,0,0.18136608,49.20653808,0,0,1.682577219,951,0,0,0,0,148,16,71.12121793,170.1921958,34.88192314,56141,1108382189,220.9269789,20.62065241,14.21168357,38.89407668,6.77916114,84.33384018,142.2067535,141.0716027,13.8527237,93.91385136,35.18462488,158.4658917,167.6428771,5.862225279,82.74959181,134.1926629,15.3536735,3851.343763,625.8951679,-1.710117383,44.87390447,62.65130513,79.8783968,65.47381858,343,7,5.529165422,4,99.25564781,75.88540843,213.9215095,107.7397982,102.404516,64.42311722,87.20173321,30.32759477,18.72566811,44.96177129,292.734305,19.79079822,12.66760886,23.31248649,54.56561909,82.87116915,69.8571631,25.28786585,1.166317213,0.029132874,0,0,0,0.000793709,0,10.60478765,38.2188075,23.8946309,-38.90131903,-29.64316201,-35.02886927,-31.92312046,-19.14377637,0.569355354,1.736904428,52.90431201,13.29561429,-21.98792477,65.65401321,24.05711859,1.972864884,161.963,265.57,203.287,3915,856,6589.082,58645.652,970.919,134,4745.454697,0.99965469
